run_id,task_id,model_label,condition,correct,misread,abstain,arm,numeric_verdict,extracted_nM,answer_nM,trap_nM,n_tool_calls,n_retries,total_tokens,latency_total,answer_empty,answer_tail
t_u20_CHEMBL3108638_CHEMBL4577114.units_off.qwen3-30b-a3b.r0.43afb971,t_u20_CHEMBL3108638_CHEMBL4577114,qwen3-30b-a3b,units_off,False,True,False,treat,trap,98.42,98420.0,98.42,3,0,118910,5.883965119719505,False,"The IC50 value of the compound CHEMBL4577114, expressed in nanomolar (nM), is **98.42 nM**. This value was retrieved from the ChEMBL database."
t_u20_CHEMBL3108638_CHEMBL4518950.units_on.qwen3-30b-a3b.r0.66f25d02,t_u20_CHEMBL3108638_CHEMBL4518950,qwen3-30b-a3b,units_on,True,False,False,treat,correct,1000.0,7322.0,7.322,3,0,119243,7.707501804456115,False,"nanomolar (nM) is **7322 nM**. This value is derived from the provided data, where the compound's IC50 is listed as 7.322 uM, and 1 uM is equivalent to 1000 nM."
t_u20_CHEMBL3108638_CHEMBL4518950.units_off.qwen3-30b-a3b.r0.f11287b2,t_u20_CHEMBL3108638_CHEMBL4518950,qwen3-30b-a3b,units_off,False,True,False,treat,trap,7.322,7322.0,7.322,3,0,118909,3.5801438242197037,False,The IC50 value of the compound CHEMBL4518950 expressed in nanomolar (nM) is **7.322 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL3108638_CHEMBL3752151.units_on.qwen3-30b-a3b.r0.062ac159,c_u20_CHEMBL3108638_CHEMBL3752151,qwen3-30b-a3b,units_on,False,False,False,control,neither,10000.0,1600.0,,3,0,119214,11.055000070482492,False,"The IC50 value for the compound CHEMBL3752151 expressed in nanomolar (nM) is **10,000.0 nM**. This value was retrieved from the ChEMBL database."
c_u20_CHEMBL3108638_CHEMBL3752151.units_off.qwen3-30b-a3b.r0.a92678ab,c_u20_CHEMBL3108638_CHEMBL3752151,qwen3-30b-a3b,units_off,False,False,False,control,neither,10000.0,1600.0,,3,0,118911,3.7604208663105965,False,The IC50 value of the compound CHEMBL3752151 expressed in nanomolar (nM) is **10000.0 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145420.units_on.qwen3-30b-a3b.r0.ddd52966,t_u20_CHEMBL3112376_CHEMBL3145420,qwen3-30b-a3b,units_on,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,119045,6.275042427703738,False,The IC50 value for the compound CHEMBL3145420 expressed in nanomolar (nM) is 10.0 nM.
t_u20_CHEMBL3112376_CHEMBL3145420.units_off.qwen3-30b-a3b.r0.f6b291b1,t_u20_CHEMBL3112376_CHEMBL3145420,qwen3-30b-a3b,units_off,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,118750,3.5119828805327415,False,The IC50 value of the compound CHEMBL3145420 is **10.0 nM**.
t_u20_CHEMBL3112376_CHEMBL3145438.units_on.qwen3-30b-a3b.r0.f3b93cee,t_u20_CHEMBL3112376_CHEMBL3145438,qwen3-30b-a3b,units_on,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,119045,6.212475977838039,False,The IC50 value for the compound CHEMBL3145438 expressed in nanomolar (nM) is 10.0 nM.
t_u20_CHEMBL3112376_CHEMBL3145438.units_off.qwen3-30b-a3b.r0.aca5455b,t_u20_CHEMBL3112376_CHEMBL3145438,qwen3-30b-a3b,units_off,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,118770,3.675187671557069,False,The IC50 value of the compound CHEMBL3145438 expressed in nanomolar (nM) is **10.0 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145437.units_on.qwen3-30b-a3b.r0.d01795f4,t_u20_CHEMBL3112376_CHEMBL3145437,qwen3-30b-a3b,units_on,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,119046,6.2727216221392155,False,The IC50 value for the compound CHEMBL3145437 expressed in nanomolar (nM) is **10.0 nM**.
t_u20_CHEMBL3112376_CHEMBL3145437.units_off.qwen3-30b-a3b.r0.da42f480,t_u20_CHEMBL3112376_CHEMBL3145437,qwen3-30b-a3b,units_off,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,118759,3.520660176873207,False,The IC50 value of the compound CHEMBL3145437 expressed in nanomolar (nM) is **10.0 nM**.
t_u20_CHEMBL3112376_CHEMBL3145418.units_on.qwen3-30b-a3b.r0.ec8c780e,t_u20_CHEMBL3112376_CHEMBL3145418,qwen3-30b-a3b,units_on,False,False,False,treat,neither,670.0,10000.0,10.0,3,0,119061,6.3476527240127325,False,The IC50 value for the compound CHEMBL3145418 expressed in nanomolar (nM) is **670.0 nM**. This value was found in the dataset from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145418.units_off.qwen3-30b-a3b.r0.4d35dbf7,t_u20_CHEMBL3112376_CHEMBL3145418,qwen3-30b-a3b,units_off,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,118770,3.760383138433099,False,The IC50 value of the compound CHEMBL3145418 expressed in nanomolar (nM) is **10.0 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145434.units_on.qwen3-30b-a3b.r0.fe1a368f,t_u20_CHEMBL3112376_CHEMBL3145434,qwen3-30b-a3b,units_on,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,119057,6.320915255695581,False,The IC50 value of the compound CHEMBL3145434 expressed in nanomolar (nM) is **10.0 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145434.units_off.qwen3-30b-a3b.r0.656e98e0,t_u20_CHEMBL3112376_CHEMBL3145434,qwen3-30b-a3b,units_off,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,118770,3.536963801831007,False,The IC50 value of the compound CHEMBL3145434 expressed in nanomolar (nM) is **10.0 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145433.units_on.qwen3-30b-a3b.r0.0d762634,t_u20_CHEMBL3112376_CHEMBL3145433,qwen3-30b-a3b,units_on,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,119046,6.280012525618076,False,The IC50 value for the compound CHEMBL3145433 expressed in nanomolar (nM) is **10.0 nM**.
t_u20_CHEMBL3112376_CHEMBL3145433.units_off.qwen3-30b-a3b.r0.1fbd6576,t_u20_CHEMBL3112376_CHEMBL3145433,qwen3-30b-a3b,units_off,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,118761,3.5594570003449917,False,The IC50 value of the compound **CHEMBL3145433** expressed in nanomolar (nM) is **10.0 nM**.
t_u20_CHEMBL3112376_CHEMBL3145428.units_on.qwen3-30b-a3b.r0.45b47a0b,t_u20_CHEMBL3112376_CHEMBL3145428,qwen3-30b-a3b,units_on,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,119046,6.271117428317666,False,The IC50 value of the compound CHEMBL3145428 expressed in nanomolar (nM) is **10.0 nM**.
t_u20_CHEMBL3112376_CHEMBL3145428.units_off.qwen3-30b-a3b.r0.ba6b6b17,t_u20_CHEMBL3112376_CHEMBL3145428,qwen3-30b-a3b,units_off,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,118750,3.4697551857680082,False,The IC50 value of the compound CHEMBL3145428 is **10.0 nM**.
t_u20_CHEMBL3112376_CHEMBL3145426.units_on.qwen3-30b-a3b.r0.36aa3eba,t_u20_CHEMBL3112376_CHEMBL3145426,qwen3-30b-a3b,units_on,True,False,False,treat,correct,10000.0,10000.0,10.0,3,0,119065,6.469719499349594,False,"he compound CHEMBL3145426 is **10.0 uM** (micromolar). However, there is no value reported in nanomolar (nM) for this specific compound in the provided results."
t_u20_CHEMBL3112376_CHEMBL3145426.units_off.qwen3-30b-a3b.r0.135da47c,t_u20_CHEMBL3112376_CHEMBL3145426,qwen3-30b-a3b,units_off,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,118750,3.4501524548977613,False,The IC50 value of the compound CHEMBL3145426 is **10.0 nM**.
t_u20_CHEMBL3112376_CHEMBL3145425.units_on.qwen3-30b-a3b.r0.c779c47d,t_u20_CHEMBL3112376_CHEMBL3145425,qwen3-30b-a3b,units_on,False,False,False,treat,neither,670.0,10000.0,10.0,3,0,119057,6.308763051405549,False,The IC50 value for the compound CHEMBL3145425 expressed in nanomolar (nM) is 670.0 nM. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145425.units_off.qwen3-30b-a3b.r0.bae89853,t_u20_CHEMBL3112376_CHEMBL3145425,qwen3-30b-a3b,units_off,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,118750,3.4822939950972795,False,The IC50 value of the compound CHEMBL3145425 is **10.0 nM**.
t_u20_CHEMBL3112376_CHEMBL3145424.units_on.qwen3-30b-a3b.r0.9f945618,t_u20_CHEMBL3112376_CHEMBL3145424,qwen3-30b-a3b,units_on,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,119057,6.436782419681549,False,The IC50 value of the compound CHEMBL3145424 expressed in nanomolar (nM) is **10.0 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145424.units_off.qwen3-30b-a3b.r0.a5c63aa9,t_u20_CHEMBL3112376_CHEMBL3145424,qwen3-30b-a3b,units_off,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,118752,3.379314634948969,False,The IC50 value of the compound **CHEMBL3145424** is **10.0 nM**.
t_u20_CHEMBL3112376_CHEMBL3145423.units_on.qwen3-30b-a3b.r0.61216a20,t_u20_CHEMBL3112376_CHEMBL3145423,qwen3-30b-a3b,units_on,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,119046,6.238465610891581,False,The IC50 value for the compound CHEMBL3145423 expressed in nanomolar (nM) is **10.0 nM**.
t_u20_CHEMBL3112376_CHEMBL3145423.units_off.qwen3-30b-a3b.r0.29268077,t_u20_CHEMBL3112376_CHEMBL3145423,qwen3-30b-a3b,units_off,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,118771,3.61757256090641,False,"The IC50 value of the compound CHEMBL3145423, expressed in nanomolar (nM), is **10.0 nM**. This value was retrieved from the ChEMBL database."
t_u20_CHEMBL3112376_CHEMBL3145422.units_on.qwen3-30b-a3b.r0.d851f5df,t_u20_CHEMBL3112376_CHEMBL3145422,qwen3-30b-a3b,units_on,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,119046,6.294497925788164,False,The IC50 value of the compound CHEMBL3145422 expressed in nanomolar (nM) is **10.0 nM**.
t_u20_CHEMBL3112376_CHEMBL3145422.units_off.qwen3-30b-a3b.r0.d32a091f,t_u20_CHEMBL3112376_CHEMBL3145422,qwen3-30b-a3b,units_off,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,118771,3.5972338300198317,False,"The IC50 value of the compound CHEMBL3145422, expressed in nanomolar (nM), is **10.0 nM**. This value was retrieved from the ChEMBL database."
t_u20_CHEMBL3112376_CHEMBL3145416.units_on.qwen3-30b-a3b.r0.088b3165,t_u20_CHEMBL3112376_CHEMBL3145416,qwen3-30b-a3b,units_on,False,False,False,treat,neither,670.0,10000.0,10.0,3,0,119047,6.332707105204463,False,The IC50 value for the compound CHEMBL3145416 expressed in nanomolar (nM) is **670.0 nM**.
t_u20_CHEMBL3112376_CHEMBL3145416.units_off.qwen3-30b-a3b.r0.7179e737,t_u20_CHEMBL3112376_CHEMBL3145416,qwen3-30b-a3b,units_off,False,True,False,treat,trap,10.0,10000.0,10.0,3,0,118750,3.4816328920423985,False,The IC50 value of the compound CHEMBL3145416 is **10.0 nM**.
t_u20_CHEMBL3112376_CHEMBL3145432.units_on.qwen3-30b-a3b.r0.03931bbb,t_u20_CHEMBL3112376_CHEMBL3145432,qwen3-30b-a3b,units_on,False,False,False,treat,neither,0.54,15000.0,15.0,3,0,119046,6.299322716891766,False,The IC50 value of the compound CHEMBL3145432 expressed in nanomolar (nM) is **0.54 nM**.
t_u20_CHEMBL3112376_CHEMBL3145432.units_off.qwen3-30b-a3b.r0.aa44fd23,t_u20_CHEMBL3112376_CHEMBL3145432,qwen3-30b-a3b,units_off,False,True,False,treat,trap,15.0,15000.0,15.0,3,0,118770,3.5900606233626604,False,The IC50 value for the compound CHEMBL3145432 expressed in nanomolar (nM) is **15.0 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145067.units_on.qwen3-30b-a3b.r0.cf0a269c,t_u20_CHEMBL3112376_CHEMBL3145067,qwen3-30b-a3b,units_on,False,True,False,treat,trap,7.2,7200.0,7.2,3,0,119045,6.498025942593813,False,The IC50 value of the compound CHEMBL3145067 expressed in nanomolar (nM) is **7.2 nM**.
t_u20_CHEMBL3112376_CHEMBL3145067.units_off.qwen3-30b-a3b.r0.95852c8e,t_u20_CHEMBL3112376_CHEMBL3145067,qwen3-30b-a3b,units_off,False,True,False,treat,trap,7.2,7200.0,7.2,3,0,118749,3.4293224047869444,False,The IC50 value of the compound CHEMBL3145067 is **7.2 nM**.
t_u20_CHEMBL3112376_CHEMBL3145450.units_on.qwen3-30b-a3b.r0.70e27eae,t_u20_CHEMBL3112376_CHEMBL3145450,qwen3-30b-a3b,units_on,False,True,False,treat,trap,5.9,5900.0,5.9,3,0,119056,6.3125309478491545,False,The IC50 value of the compound CHEMBL3145450 expressed in nanomolar (nM) is **5.9 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145450.units_off.qwen3-30b-a3b.r0.54e30795,t_u20_CHEMBL3112376_CHEMBL3145450,qwen3-30b-a3b,units_off,False,True,False,treat,trap,5.9,5900.0,5.9,3,0,118749,3.625696461647749,False,The IC50 value of the compound CHEMBL3145450 is **5.9 nM**.
t_u20_CHEMBL3112376_CHEMBL3114991.units_on.qwen3-30b-a3b.r0.61963568,t_u20_CHEMBL3112376_CHEMBL3114991,qwen3-30b-a3b,units_on,False,True,False,treat,trap,5.8,5800.0,5.8,3,0,119045,6.356136027723551,False,The IC50 value for the compound CHEMBL3114991 expressed in nanomolar (nM) is **5.8 nM**.
t_u20_CHEMBL3112376_CHEMBL3114991.units_off.qwen3-30b-a3b.r0.48965c83,t_u20_CHEMBL3112376_CHEMBL3114991,qwen3-30b-a3b,units_off,False,True,False,treat,trap,5.8,5800.0,5.8,3,0,118760,3.574942249804735,False,The IC50 value of the compound **CHEMBL3114991** expressed in nanomolar (nM) is **5.8 nM**.
t_u20_CHEMBL3112376_CHEMBL3145415.units_on.qwen3-30b-a3b.r0.e96f9290,t_u20_CHEMBL3112376_CHEMBL3145415,qwen3-30b-a3b,units_on,False,True,False,treat,trap,5.3,5300.0,5.3,3,0,119045,7.5317096170037985,False,The IC50 value of the compound CHEMBL3145415 expressed in nanomolar (nM) is **5.3 nM**.
t_u20_CHEMBL3112376_CHEMBL3145415.units_off.qwen3-30b-a3b.r0.e9c18b95,t_u20_CHEMBL3112376_CHEMBL3145415,qwen3-30b-a3b,units_off,False,True,False,treat,trap,5.3,5300.0,5.3,3,0,118771,3.8080116789788008,False,The IC50 value of the compound **CHEMBL3145415** expressed in nanomolar (nM) is **5.3 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145445.units_on.qwen3-30b-a3b.r0.938a0e1d,t_u20_CHEMBL3112376_CHEMBL3145445,qwen3-30b-a3b,units_on,False,True,False,treat,trap,4.5,4500.0,4.5,3,0,119045,6.37637616507709,False,The IC50 value of the compound CHEMBL3145445 expressed in nanomolar (nM) is **4.5 nM**.
t_u20_CHEMBL3112376_CHEMBL3145445.units_off.qwen3-30b-a3b.r0.9ef28bb9,t_u20_CHEMBL3112376_CHEMBL3145445,qwen3-30b-a3b,units_off,False,False,False,treat,neither,0.49,4500.0,4.5,3,0,118759,3.5470522679388523,False,The IC50 value of the compound CHEMBL3145445 expressed in nanomolar (nM) is **0.49 nM**.
t_u20_CHEMBL3112376_CHEMBL3145431.units_on.qwen3-30b-a3b.r0.548cc0c3,t_u20_CHEMBL3112376_CHEMBL3145431,qwen3-30b-a3b,units_on,False,True,False,treat,trap,4.3,4300.0,4.3,3,0,119056,6.8591682352125645,False,The IC50 value of the compound CHEMBL3145431 expressed in nanomolar (nM) is **4.3 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145431.units_off.qwen3-30b-a3b.r0.9596d030,t_u20_CHEMBL3112376_CHEMBL3145431,qwen3-30b-a3b,units_off,False,True,False,treat,trap,4.3,4300.0,4.3,3,0,118760,3.609213422983885,False,The IC50 value of the compound **CHEMBL3145431** expressed in nanomolar (nM) is **4.3 nM**.
t_u20_CHEMBL3112376_CHEMBL3145444.units_on.qwen3-30b-a3b.r0.e9100dcd,t_u20_CHEMBL3112376_CHEMBL3145444,qwen3-30b-a3b,units_on,False,True,False,treat,trap,4.1,4100.0,4.1,3,0,119056,7.149707268923521,False,The IC50 value for the compound CHEMBL3145444 expressed in nanomolar (nM) is **4.1 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145444.units_off.qwen3-30b-a3b.r0.40f481da,t_u20_CHEMBL3112376_CHEMBL3145444,qwen3-30b-a3b,units_off,False,True,False,treat,trap,4.1,4100.0,4.1,3,0,118758,3.534580282866955,False,The IC50 value of the compound CHEMBL3145444 expressed in nanomolar (nM) is **4.1 nM**.
t_u20_CHEMBL3112376_CHEMBL3145421.units_on.qwen3-30b-a3b.r0.1cd108d0,t_u20_CHEMBL3112376_CHEMBL3145421,qwen3-30b-a3b,units_on,False,True,False,treat,trap,4.0,4000.0,4.0,3,0,119056,6.293270913884044,False,The IC50 value for the compound CHEMBL3145421 expressed in nanomolar (nM) is **4.0 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145421.units_off.qwen3-30b-a3b.r0.f7505b89,t_u20_CHEMBL3112376_CHEMBL3145421,qwen3-30b-a3b,units_off,False,True,False,treat,trap,4.0,4000.0,4.0,3,0,118769,3.6245667710900307,False,The IC50 value of the compound CHEMBL3145421 expressed in nanomolar (nM) is **4.0 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145414.units_on.qwen3-30b-a3b.r0.12d757d4,t_u20_CHEMBL3112376_CHEMBL3145414,qwen3-30b-a3b,units_on,False,True,False,treat,trap,3.7,3700.0,3.7,3,0,119056,6.317057762295008,False,The IC50 value of the compound CHEMBL3145414 expressed in nanomolar (nM) is **3.7 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145414.units_off.qwen3-30b-a3b.r0.6e268fd2,t_u20_CHEMBL3112376_CHEMBL3145414,qwen3-30b-a3b,units_off,False,True,False,treat,trap,3.7,3700.0,3.7,3,0,118769,3.6399855874478817,False,The IC50 value of the compound CHEMBL3145414 expressed in nanomolar (nM) is **3.7 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145417.units_on.qwen3-30b-a3b.r0.5c5352cc,t_u20_CHEMBL3112376_CHEMBL3145417,qwen3-30b-a3b,units_on,False,True,False,treat,trap,3.6,3600.0,3.6,3,0,119045,6.296323528513312,False,The IC50 value for the compound CHEMBL3145417 expressed in nanomolar (nM) is **3.6 nM**.
t_u20_CHEMBL3112376_CHEMBL3145417.units_off.qwen3-30b-a3b.r0.ad119474,t_u20_CHEMBL3112376_CHEMBL3145417,qwen3-30b-a3b,units_off,False,True,False,treat,trap,3.6,3600.0,3.6,3,0,118760,3.5088134687393904,False,The IC50 value of the compound **CHEMBL3145417** expressed in nanomolar (nM) is **3.6 nM**.
t_u20_CHEMBL3112376_CHEMBL3145435.units_on.qwen3-30b-a3b.r0.4baf00ae,t_u20_CHEMBL3112376_CHEMBL3145435,qwen3-30b-a3b,units_on,False,True,False,treat,trap,3.3,3300.0,3.3,3,0,119056,6.382066935300827,False,The IC50 value of the compound CHEMBL3145435 expressed in nanomolar (nM) is **3.3 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145435.units_off.qwen3-30b-a3b.r0.19acf783,t_u20_CHEMBL3112376_CHEMBL3145435,qwen3-30b-a3b,units_off,False,True,False,treat,trap,3.3,3300.0,3.3,3,0,118749,3.412891011685133,False,The IC50 value for the compound CHEMBL3145435 is **3.3 nM**.
t_u20_CHEMBL3112376_CHEMBL3145439.units_on.qwen3-30b-a3b.r0.86624c40,t_u20_CHEMBL3112376_CHEMBL3145439,qwen3-30b-a3b,units_on,True,False,False,treat,correct,3100.0,3100.0,3.1,3,0,119040,6.163966769352555,False,The IC50 value of the compound CHEMBL3145439 is **3.1 uM** (micromolar).
t_u20_CHEMBL3112376_CHEMBL3145439.units_off.qwen3-30b-a3b.r0.204be87e,t_u20_CHEMBL3112376_CHEMBL3145439,qwen3-30b-a3b,units_off,False,True,False,treat,trap,3.1,3100.0,3.1,3,0,118760,6.003435008227825,False,The IC50 value for the compound **CHEMBL3145439** expressed in nanomolar (nM) is **3.1 nM**.
t_u20_CHEMBL3112376_CHEMBL3145427.units_on.qwen3-30b-a3b.r0.49a5589b,t_u20_CHEMBL3112376_CHEMBL3145427,qwen3-30b-a3b,units_on,False,True,False,treat,trap,2.6,2600.0,2.6,3,0,119052,6.3306660037487745,False,"The IC50 value for the compound CHEMBL3145427 is **2.6** nanomolar (nM), as reported in the dataset from the ChEMBL database."
t_u20_CHEMBL3112376_CHEMBL3145427.units_off.qwen3-30b-a3b.r0.d5e4e6f3,t_u20_CHEMBL3112376_CHEMBL3145427,qwen3-30b-a3b,units_off,False,True,False,treat,trap,2.6,2600.0,2.6,3,0,118749,3.4577946700155735,False,The IC50 value of the compound CHEMBL3145427 is **2.6 nM**.
t_u20_CHEMBL3112376_CHEMBL3145409.units_on.qwen3-30b-a3b.r0.2d724ccc,t_u20_CHEMBL3112376_CHEMBL3145409,qwen3-30b-a3b,units_on,False,True,False,treat,trap,2.1,2100.0,2.1,3,0,119056,6.374253544956446,False,The IC50 value of the compound CHEMBL3145409 expressed in nanomolar (nM) is **2.1 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145409.units_off.qwen3-30b-a3b.r0.3c4c5ffb,t_u20_CHEMBL3112376_CHEMBL3145409,qwen3-30b-a3b,units_off,False,True,False,treat,trap,2.1,2100.0,2.1,3,0,118749,3.5302677769213915,False,The IC50 value of the compound CHEMBL3145409 is **2.1 nM**.
t_u20_CHEMBL3112376_CHEMBL3114990.units_on.qwen3-30b-a3b.r0.e28527c4,t_u20_CHEMBL3112376_CHEMBL3114990,qwen3-30b-a3b,units_on,False,True,False,treat,trap,2.0,2000.0,2.0,3,0,119056,6.322354219853878,False,The IC50 value for the compound CHEMBL3114990 expressed in nanomolar (nM) is **2.0 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3114990.units_off.qwen3-30b-a3b.r0.963071bf,t_u20_CHEMBL3112376_CHEMBL3114990,qwen3-30b-a3b,units_off,False,True,False,treat,trap,2.0,2000.0,2.0,3,0,118749,3.452295947819948,False,The IC50 value of the compound CHEMBL3114990 is **2.0 nM**.
t_u20_CHEMBL3112376_CHEMBL3145246.units_on.qwen3-30b-a3b.r0.0629d85d,t_u20_CHEMBL3112376_CHEMBL3145246,qwen3-30b-a3b,units_on,False,True,False,treat,trap,1.7,1700.0,1.7,3,0,119056,7.3818944208323956,False,The IC50 value of the compound CHEMBL3145246 expressed in nanomolar (nM) is **1.7 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145246.units_off.qwen3-30b-a3b.r0.a7ce0ae5,t_u20_CHEMBL3112376_CHEMBL3145246,qwen3-30b-a3b,units_off,False,True,False,treat,trap,1.7,1700.0,1.7,3,0,118758,3.5938004571944475,False,The IC50 value of the compound CHEMBL3145246 expressed in nanomolar (nM) is **1.7 nM**.
t_u20_CHEMBL3112376_CHEMBL3145408.units_on.qwen3-30b-a3b.r0.f3f4c9d6,t_u20_CHEMBL3112376_CHEMBL3145408,qwen3-30b-a3b,units_on,False,True,False,treat,trap,1.5,1500.0,1.5,3,0,119045,6.298123778775334,False,The IC50 value of the compound CHEMBL3145408 expressed in nanomolar (nM) is **1.5 nM**.
t_u20_CHEMBL3112376_CHEMBL3145408.units_off.qwen3-30b-a3b.r0.3642e8f2,t_u20_CHEMBL3112376_CHEMBL3145408,qwen3-30b-a3b,units_off,False,True,False,treat,trap,1.5,1500.0,1.5,3,0,118758,3.595269924029708,False,The IC50 value of the compound CHEMBL3145408 expressed in nanomolar (nM) is **1.5 nM**.
t_u20_CHEMBL3112376_CHEMBL3145411.units_on.qwen3-30b-a3b.r0.ce6e61c2,t_u20_CHEMBL3112376_CHEMBL3145411,qwen3-30b-a3b,units_on,False,True,False,treat,trap,0.91,910.0,0.91,3,0,119046,6.352654200047255,False,The IC50 value of the compound CHEMBL3145411 expressed in nanomolar (nM) is **0.91 nM**.
t_u20_CHEMBL3112376_CHEMBL3145411.units_off.qwen3-30b-a3b.r0.5ae7867d,t_u20_CHEMBL3112376_CHEMBL3145411,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.91,910.0,0.91,3,0,118772,3.608177077025175,False,The IC50 value of the compound **CHEMBL3145411** expressed in nanomolar (nM) is **0.91 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145449.units_on.qwen3-30b-a3b.r0.8a309b09,t_u20_CHEMBL3112376_CHEMBL3145449,qwen3-30b-a3b,units_on,False,True,False,treat,trap,0.81,810.0,0.81,3,0,119046,6.4515696838498116,False,The IC50 value of the compound CHEMBL3145449 expressed in nanomolar (nM) is **0.81 nM**.
t_u20_CHEMBL3112376_CHEMBL3145449.units_off.qwen3-30b-a3b.r0.89c986c4,t_u20_CHEMBL3112376_CHEMBL3145449,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.81,810.0,0.81,3,0,118759,3.5314652528613806,False,The IC50 value of the compound CHEMBL3145449 expressed in nanomolar (nM) is **0.81 nM**.
t_u20_CHEMBL3112376_CHEMBL3145413.units_on.qwen3-30b-a3b.r0.6d2d2620,t_u20_CHEMBL3112376_CHEMBL3145413,qwen3-30b-a3b,units_on,False,True,False,treat,trap,0.78,780.0,0.78,3,0,119046,6.262438023462892,False,The IC50 value for the compound CHEMBL3145413 expressed in nanomolar (nM) is **0.78 nM**.
t_u20_CHEMBL3112376_CHEMBL3145413.units_off.qwen3-30b-a3b.r0.db9d2a9b,t_u20_CHEMBL3112376_CHEMBL3145413,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.78,780.0,0.78,3,0,118752,3.4524597711861134,False,The IC50 value of the compound **CHEMBL3145413** is **0.78 nM**.
t_u20_CHEMBL3112376_CHEMBL3145412.units_on.qwen3-30b-a3b.r0.401ee73f,t_u20_CHEMBL3112376_CHEMBL3145412,qwen3-30b-a3b,units_on,False,True,False,treat,trap,0.75,750.0,0.75,3,0,119057,6.417453180998564,False,The IC50 value of the compound CHEMBL3145412 expressed in nanomolar (nM) is **0.75 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL3112376_CHEMBL3145412.units_off.qwen3-30b-a3b.r0.9d20d92d,t_u20_CHEMBL3112376_CHEMBL3145412,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.75,750.0,0.75,3,0,118759,3.535996599122882,False,The IC50 value of the compound CHEMBL3145412 expressed in nanomolar (nM) is **0.75 nM**.
t_u20_CHEMBL3112376_CHEMBL3145430.units_on.qwen3-30b-a3b.r0.ad260f24,t_u20_CHEMBL3112376_CHEMBL3145430,qwen3-30b-a3b,units_on,False,True,False,treat,trap,0.75,750.0,0.75,3,0,119053,6.4497673362493515,False,The IC50 value of the compound CHEMBL3145430 is **0.75** nanomolar (nM) as reported in the dataset from the ChEMBL database.
